011002,https://www.city.sapporo.jp/,北海道,札幌市
011011,https://www.city.sapporo.jp/chuo/,北海道,札幌市 中央区
011029,https://www.city.sapporo.jp/kitaku/,北海道,札幌市 北区
011037,https://www.city.sapporo.jp/higashi/,北海道,札幌市 東区
011045,https://www.city.sapporo.jp/shiroishi/,北海道,札幌市 白石区
011053,https://www.city.sapporo.jp/toyohira/,北海道,札幌市 豊平区
011061,https://www.city.sapporo.jp/minami/,北海道,札幌市 南区
011070,https://www.city.sapporo.jp/nishi/,北海道,札幌市 西区
011088,https://www.city.sapporo.jp/atsubetsu/,北海道,札幌市 厚別区
011096,https://www.city.sapporo.jp/teine/,北海道,札幌市 手稲区
011100,https://www.city.sapporo.jp/kiyota/,北海道,札幌市 清田区
012025,https://www.city.hakodate.hokkaido.jp/,北海道,函館市
012033,https://www.city.otaru.lg.jp/,北海道,小樽市
012041,http://www.city.asahikawa.hokkaido.jp/,北海道,旭川市
012050,http://www.city.muroran.lg.jp/,北海道,室蘭市
012068,https://www.city.kushiro.lg.jp/,北海道,釧路市
012076,http://www.city.obihiro.hokkaido.jp/,北海道,帯広市
012084,https://www.city.kitami.lg.jp/,北海道,北見市
012092,https://www.city.yubari.lg.jp/,北海道,夕張市
012106,http://www.city.iwamizawa.hokkaido.jp/,北海道,岩見沢市
012114,https://www.city.abashiri.hokkaido.jp/,北海道,網走市
012122,https://www.e-rumoi.jp/,北海道,留萌市
012131,http://www.city.tomakomai.hokkaido.jp/,北海道,苫小牧市
012149,https://www.city.wakkanai.hokkaido.jp/,北海道,稚内市
012157,http://www.city.bibai.hokkaido.jp/,北海道,美唄市
012165,http://www.city.ashibetsu.hokkaido.jp/,北海道,芦別市
012173,https://www.city.ebetsu.hokkaido.jp/,北海道,江別市
012181,http://www.city.akabira.hokkaido.jp/,北海道,赤平市
012190,https://mombetsu.jp/,北海道,紋別市
012203,http://www.city.shibetsu.lg.jp/www/index.html,北海道,士別市
012211,http://www.city.nayoro.lg.jp/,北海道,名寄市
012220,http://www.city.mikasa.hokkaido.jp/,北海道,三笠市
012238,https://www.city.nemuro.hokkaido.jp/lifeinfo/,北海道,根室市
012246,https://www.city.chitose.lg.jp,北海道,千歳市
012254,http://www.city.takikawa.hokkaido.jp/,北海道,滝川市
012262,https://www.city.sunagawa.hokkaido.jp/,北海道,砂川市
012271,https://www.city.utashinai.hokkaido.jp/,北海道,歌志内市
012289,https://www.city.fukagawa.lg.jp/,北海道,深川市
012297,http://www.city.furano.hokkaido.jp/,北海道,富良野市
012301,http://www.city.noboribetsu.lg.jp/,北海道,登別市
012319,http://www.city.eniwa.hokkaido.jp/www/toppage/0000000000000/APM03000.html,北海道,恵庭市
012335,https://www.city.date.hokkaido.jp/,北海道,伊達市
012343,https://www.city.kitahiroshima.hokkaido.jp/,北海道,北広島市
012351,http://www.city.ishikari.hokkaido.jp/,北海道,石狩市
012360,https://www.city.hokuto.hokkaido.jp/index.html,北海道,北斗市
013030,https://www.town.tobetsu.hokkaido.jp/,北海道,当別町
013048,https://www.vill.shinshinotsu.hokkaido.jp/,北海道,新篠津村
013315,https://www.town.matsumae.hokkaido.jp/,北海道,松前町
013323,http://www.town.fukushima.hokkaido.jp/top/,北海道,福島町
013331,https://www.town.shiriuchi.hokkaido.jp/,北海道,知内町
013340,https://www.town.kikonai.hokkaido.jp/,北海道,木古内町
013374,https://www.town.nanae.hokkaido.jp/,北海道,七飯町
013439,http://www.town.shikabe.lg.jp/,北海道,鹿部町
013455,http://www.town.hokkaido-mori.lg.jp/,北海道,森町
013463,http://www.town.yakumo.lg.jp/,北海道,八雲町
013471,http://www.town.oshamambe.lg.jp/index.php,北海道,長万部町
013617,http://www.hokkaido-esashi.jp/,北海道,江差町
